U36759_s_at,U58087_at,U57450_at,D85815_at,X04470_s_at,U12139_at,D29833_at,X54457_s_at,M58569_s_at,U15173_at,D49824_at,HG3437-HT3628_s_at,X78416_s_at,X64559_at,U45448_s_at,U07559_at,X62573_at,X54131_at,U06233_at,U81787_at,M96326_rna1_at,Y07565_s_at,U43279_at,Y11416_at,L13720_at,X66436_at,U02566_s_at,D87470_at,U38372_at,HG537-HT537_at,D87460_at,D38037_at,M55040_at,X74837_at,U68031_at,J02874_at,X59766_at,D87462_at,U52827_at,L10338_s_at,X07730_at,U00951_at,M36542_s_at,U29656_at,X57809_at,U23430_s_at,U00957_at,U18237_at,L22454_at,U82759_at,U57341_r_at,L22214_at,X74328_rna1_at,L06133_at,J05036_s_at,S61953_at,X92762_at,D55643_s_at,U49248_at,S78873_s_at,AB004884_at,M81181_s_at,HG4333-HT4603_at,X59244_f_at,L07807_s_at,X76498_at,S72043_rna1_at,X80026_at,Z34974_s_at,M11437_cds2_at,U25433_at,L34673_at,HG3897-HT4167_at,U58837_s_at,X63657_at,J04040_at,X05232_at,X97303_at,L35240_at,M35531_at,L11369_at,D50913_at,U50743_at,D87673_at,M30838_at,M16801_at,X70070_at,L42601_f_at,M95585_s_at,X78924_at,M34344_at,U62966_at,X17094_at,M63904_at,U10991_at,M62400_at,AF000545_at,D14822_at,U01877_at,AD000092_cds1_at,class
-0.0334,0.0584,-0.5212,-0.4552,0.3418,-0.3199,0.7491,0.6553,-0.2684,-0.3296,0.0282,-0.2325,0.4175,-0.4635,-0.6528,0.0497,-0.1393,-0.0186,0.8005,-0.1008,0.1552,0.4947,0.4121,-0.139,-0.1046,-0.1615,-0.7757,-0.3414,0.0763,-0.9117,0.1315,-0.3356,-0.4654,1.1909,0.2627,-0.2096,0.648,-0.153,-0.4924,-0.2626,0.0454,-0.1817,0.0218,-0.7806,-0.7806,-0.3098,-0.178,-0.3098,0.3711,-0.2892,-0.1899,0.2627,-0.2096,-0.4924,0.1315,-0.153,-0.9117,0.0218,-0.4654,0.0454,-0.7806,0.648,0.5742,-0.0184,-0.3098,0.3711,0.4947,-0.1046,-0.3414,1.1909,-0.1615,-0.1393,-0.0186,0.4121,0.1552,-0.2626,-0.1008,-0.7757,-0.3356,-0.139,-0.3098,0.0497,-0.4635,-0.6528,0.6553,0.0282,0.0763,0.8005,-0.2684,-0.2325,0.7491,0.0584,-0.3199,-0.3296,0.4175,-0.5212,-0.4552,0.3418,-0.1817,-0.0334,DLBCL
-0.5037,0.1804,-0.3191,0.0047,-0.3931,-0.2407,0.2662,-0.1667,-0.0656,0.2162,0.1766,0.0978,0.0711,-0.4816,-0.3296,0.0714,-0.5,0.1505,-0.0151,-0.2973,-0.084,0.0562,0.6204,-0.5421,-0.4959,-0.4506,-1.3901,-0.3718,0.4571,-0.5713,-0.6173,-0.5784,0.0344,1.0684,1.0035,-0.2881,0.5568,-0.1349,-0.2716,-0.3823,-0.3745,-0.31,0.3314,-0.2284,-0.2284,0.0148,0.7141,0.0148,-0.3284,-0.3722,-0.1888,1.0035,-0.2881,-0.2716,-0.6173,-0.1349,-0.5713,0.3314,0.0344,-0.3745,-0.2284,0.5568,0.3602,0.6309,0.0148,-0.3284,0.0562,-0.4959,-0.3718,1.0684,-0.4506,-0.5,0.1505,0.6204,-0.084,-0.3823,-0.2973,-1.3901,-0.5784,-0.5421,0.0148,0.0714,-0.4816,-0.3296,-0.1667,0.1766,0.4571,-0.0151,-0.0656,0.0978,0.2662,0.1804,-0.2407,0.2162,0.0711,-0.3191,0.0047,-0.3931,-0.31,-0.5037,DLBCL
-0.8759,-0.1247,-0.2308,-0.2285,-0.2255,-0.2921,-0.2445,0.5628,0.3053,-0.5411,0.9803,-0.2979,-0.2827,0.2168,-0.203,-0.5301,-0.6239,-0.2279,-0.884,-1.0837,-0.4429,-0.9584,-0.421,0.2944,1.112,-0.9499,-0.1014,-0.3566,-0.0507,-0.5868,-0.9232,-0.1372,-1.2234,-0.3582,0.211,-0.279,-0.3134,-0.7689,0.1565,-0.9611,-0.5944,0.2713,-0.7397,-0.0954,-0.0954,-0.1777,0.0015,-0.1777,-0.5246,-0.6545,-0.8225,0.211,-0.279,0.1565,-0.9232,-0.7689,-0.5868,-0.7397,-1.2234,-0.5944,-0.0954,-0.3134,-0.147,-0.655,-0.1777,-0.5246,-0.9584,1.112,-0.3566,-0.3582,-0.9499,-0.6239,-0.2279,-0.421,-0.4429,-0.9611,-1.0837,-0.1014,-0.1372,0.2944,-0.1777,-0.5301,0.2168,-0.203,0.5628,0.9803,-0.0507,-0.884,0.3053,-0.2979,-0.2445,-0.1247,-0.2921,-0.5411,-0.2827,-0.2308,-0.2285,-0.2255,0.2713,-0.8759,DLBCL
-0.1166,-0.2391,-0.093,-0.7012,-0.0829,-0.2001,0.3962,0.4472,0.0619,-0.2534,0.2253,-0.268,-0.4743,0.366,-0.0564,0.3478,-0.2175,0.1988,-0.4762,0.1969,0.1178,0.254,0.227,0.3499,0.2485,-0.3499,-0.143,-0.7563,0.545,-0.1258,-0.4097,0.3666,0.4519,0.2019,0.7968,-0.1913,0.3136,-0.2753,0.3367,-0.4275,0.1343,0.3504,-0.4639,-0.5597,-0.5597,-0.2581,0.5673,-0.2581,-0.4044,-0.3058,-0.2459,0.7968,-0.1913,0.3367,-0.4097,-0.2753,-0.1258,-0.4639,0.4519,0.1343,-0.5597,0.3136,-0.9473,-0.2081,-0.2581,-0.4044,0.254,0.2485,-0.7563,0.2019,-0.3499,-0.2175,0.1988,0.227,0.1178,-0.4275,0.1969,-0.143,0.3666,0.3499,-0.2581,0.3478,0.366,-0.0564,0.4472,0.2253,0.545,-0.4762,0.0619,-0.268,0.3962,-0.2391,-0.2001,-0.2534,-0.4743,-0.093,-0.7012,-0.0829,0.3504,-0.1166,DLBCL
-0.0287,-0.3859,-0.7234,0.302,0.2509,-0.4429,0.0898,-0.0126,0.0619,-0.7132,0.1203,0.0959,0.8818,0.9916,0.1468,0.2069,-0.0915,-0.1635,0.2863,-0.7523,0.1589,0.7613,-0.3979,-0.3935,0.094,-0.5586,0.8671,0.4176,0.0665,-0.7075,-0.571,0.364,-0.5972,0.482,0.7451,0.8241,0.4428,-0.7213,-0.4519,-0.6183,-0.7677,-2.0074,0.1732,0.1954,0.1954,-0.3615,0.0994,-0.3615,0.0736,-0.2559,0.2858,0.7451,0.8241,-0.4519,-0.571,-0.7213,-0.7075,0.1732,-0.5972,-0.7677,0.1954,0.4428,0.0605,-0.1407,-0.3615,0.0736,0.7613,0.094,0.4176,0.482,-0.5586,-0.0915,-0.1635,-0.3979,0.1589,-0.6183,-0.7523,0.8671,0.364,-0.3935,-0.3615,0.2069,0.9916,0.1468,-0.0126,0.1203,0.0665,0.2863,0.0619,0.0959,0.0898,-0.3859,-0.4429,-0.7132,0.8818,-0.7234,0.302,0.2509,-2.0074,-0.0287,DLBCL
1.0654,-0.1218,0.7084,0.6485,-0.3916,1.7359,0.1826,0.5346,0.1256,0.8948,-0.1791,0.2153,0.2995,-0.0524,1.0664,0.299,0.6083,0.4082,0.304,-0.1008,2.0839,-0.5714,0.0997,-0.1868,-1.2285,0.1582,-0.5882,0.7667,-0.2167,-1.6883,0.4226,0.0586,0.6606,-0.8746,0.0732,-0.1089,-0.511,1.5769,0.7378,0.2354,0.9229,-0.8367,0.7714,0.7905,0.7905,1.1322,0.1266,1.1322,0.3458,1.7966,0.5605,0.0732,-0.1089,0.7378,0.4226,1.5769,-1.6883,0.7714,0.6606,0.9229,0.7905,-0.511,-1.3655,0.2641,1.1322,0.3458,-0.5714,-1.2285,0.7667,-0.8746,0.1582,0.6083,0.4082,0.0997,2.0839,0.2354,-0.1008,-0.5882,0.0586,-0.1868,1.1322,0.299,-0.0524,1.0664,0.5346,-0.1791,-0.2167,0.304,0.1256,0.2153,0.1826,-0.1218,1.7359,0.8948,0.2995,0.7084,0.6485,-0.3916,-0.8367,1.0654,DLBCL
0.0779,0.0584,0.2342,-0.4488,-0.2944,-0.2153,-0.0309,0.3804,0.1314,0.076,-0.087,-0.0907,-0.0395,0.5333,-0.193,0.1473,-0.5044,0.1666,-0.1038,-0.6119,-0.4391,-0.2103,-0.0739,0.0954,-0.1958,-0.8317,0.2996,-0.1238,0.6622,-0.2867,-0.3393,0.103,0.0729,0.377,1.1585,-0.3182,0.021,-0.2254,0.0033,0.4488,-0.1034,-0.239,-0.5754,0.1278,0.1278,0.1096,0.2898,0.1096,-0.2746,0.1924,-0.3642,1.1585,-0.3182,0.0033,-0.3393,-0.2254,-0.2867,-0.5754,0.0729,-0.1034,0.1278,0.021,-0.6509,-0.0943,0.1096,-0.2746,-0.2103,-0.1958,-0.1238,0.377,-0.8317,-0.5044,0.1666,-0.0739,-0.4391,0.4488,-0.6119,0.2996,0.103,0.0954,0.1096,0.1473,0.5333,-0.193,0.3804,-0.087,0.6622,-0.1038,0.1314,-0.0907,-0.0309,0.0584,-0.2153,0.076,-0.0395,0.2342,-0.4488,-0.2944,-0.239,0.0779,DLBCL
0.1583,-0.1094,0.5632,0.6036,-0.0061,-0.0258,-0.0774,0.216,0.0387,-0.3862,0.1203,-0.1,0.248,0.3732,-0.0764,0.8679,0.3823,0.1264,-0.0151,0.5676,-1.1717,0.0132,0.2617,-0.1944,-0.1811,1.4766,-0.3226,-0.392,0.3595,-0.4878,0.5134,0.9462,0.0564,0.4207,0.3833,-0.1455,0.3744,-0.8142,-0.5781,0.0511,-0.059,0.4077,-0.3574,-0.2667,-0.2667,-0.0283,0.1103,-0.0283,-0.1416,-0.7873,0.3576,0.3833,-0.1455,-0.5781,0.5134,-0.8142,-0.4878,-0.3574,0.0564,-0.059,-0.2667,0.3744,0.6862,-0.1069,-0.0283,-0.1416,0.0132,-0.1811,-0.392,0.4207,1.4766,0.3823,0.1264,0.2617,-1.1717,0.0511,0.5676,-0.3226,0.9462,-0.1944,-0.0283,0.8679,0.3732,-0.0764,0.216,0.1203,0.3595,-0.0151,0.0387,-0.1,-0.0774,-0.1094,-0.0258,-0.3862,0.248,0.5632,0.6036,-0.0061,0.4077,0.1583,DLBCL
0.2575,-0.1371,0.2581,-0.2648,-0.144,0.056,-0.0031,0.7298,0.143,0.8087,0.8984,-0.6468,-0.0763,0.4205,-0.5029,-0.3025,-0.487,0.3518,-0.2457,-0.3367,-0.3924,-0.3995,0.0881,0.3776,0.5721,0.2852,0.7578,0.9337,0.1446,-0.1784,-0.1169,-0.3826,-0.3226,0.4645,-0.0474,-0.3719,0.1616,-0.2639,0.4539,-0.3402,-0.2101,0.0884,-0.4181,-0.0187,-0.0187,0.1326,0.7413,0.1326,-0.3157,-0.5216,-0.8755,-0.0474,-0.3719,0.4539,-0.1169,-0.2639,-0.1784,-0.4181,-0.3226,-0.2101,-0.0187,0.1616,-0.3742,1.4909,0.1326,-0.3157,-0.3995,0.5721,0.9337,0.4645,0.2852,-0.487,0.3518,0.0881,-0.3924,-0.3402,-0.3367,0.7578,-0.3826,0.3776,0.1326,-0.3025,0.4205,-0.5029,0.7298,0.8984,0.1446,-0.2457,0.143,-0.6468,-0.0031,-0.1371,0.056,0.8087,-0.0763,0.2581,-0.2648,-0.144,0.0884,0.2575,DLBCL
-0.1175,-0.0265,0.2507,-0.5771,0.2869,-0.3573,0.1083,0.3368,0.1198,-0.3591,0.2202,0.4281,-0.15,0.2641,-0.1897,0.5753,-0.0545,-0.0427,0.5168,-0.2524,-0.3737,0.3142,0.0418,-0.2398,0.1426,0.0677,0.8906,-0.2351,0.2716,-0.2341,-0.1465,-0.2208,0.5562,-0.4107,0.7968,-0.2031,0.1768,-0.3454,-0.222,-0.4405,0.2876,0.1785,-0.6043,0.0173,0.0173,0.1383,0.3605,0.1383,0.3015,-0.2958,-0.3647,0.7968,-0.2031,-0.222,-0.1465,-0.3454,-0.2341,-0.6043,0.5562,0.2876,0.0173,0.1768,0.2252,-0.2756,0.1383,0.3015,0.3142,0.1426,-0.2351,-0.4107,0.0677,-0.0545,-0.0427,0.0418,-0.3737,-0.4405,-0.2524,0.8906,-0.2208,-0.2398,0.1383,0.5753,0.2641,-0.1897,0.3368,0.2202,0.2716,0.5168,0.1198,0.4281,0.1083,-0.0265,-0.3573,-0.3591,-0.15,0.2507,-0.5771,0.2869,0.1785,-0.1175,DLBCL
-0.2737,-0.1952,0.4989,-0.1301,-0.0077,-0.0708,-0.1888,0.6887,0.3864,-0.5558,1.0648,-0.2269,-0.349,0.3296,-0.2963,0.1039,-0.5,0.4082,-0.0329,-0.8028,-0.0897,-0.047,-0.3285,0.4683,0.8046,0.0735,0.7995,-0.4072,0.0763,-1.0076,-0.3133,-0.4714,0.1553,0.7708,0.7278,-0.3823,0.1882,-0.4949,0.49,-0.3014,0.0276,-0.3537,-0.5694,-0.1021,-0.1021,-0.3586,0.4367,-0.3586,-0.148,-0.3224,-0.9764,0.7278,-0.3823,0.49,-0.3133,-0.4949,-1.0076,-0.5694,0.1553,0.0276,-0.1021,0.1882,-1.2437,0.1798,-0.3586,-0.148,-0.047,0.8046,-0.4072,0.7708,0.0735,-0.5,0.4082,-0.3285,-0.0897,-0.3014,-0.8028,0.7995,-0.4714,0.4683,-0.3586,0.1039,0.3296,-0.2963,0.6887,1.0648,0.0763,-0.0329,0.3864,-0.2269,-0.1888,-0.1952,-0.0708,-0.5558,-0.349,0.4989,-0.1301,-0.0077,-0.3537,-0.2737,DLBCL
0.0583,0.1833,-0.4496,0.1908,-0.3211,-0.2166,0.4427,-0.3748,0.0851,-0.042,0.1997,-0.2624,-0.1795,-0.6563,-0.1863,-0.1995,0.1693,-0.4453,0.109,0.6069,0.1159,-0.4167,-0.178,-0.0407,0.3353,-0.1936,-0.2107,-0.8018,0.3204,0.0692,-0.2818,-0.1372,0.4024,1.2522,0.0732,-0.2423,0.4922,-0.4451,-0.213,-0.3661,0.563,0.304,0.8232,0.1864,0.1864,-0.1116,-0.0148,-0.1116,-0.6133,0.4515,0.3077,0.0732,-0.2423,-0.213,-0.2818,-0.4451,0.0692,0.8232,0.4024,0.563,0.1864,0.4922,0.0835,-0.2756,-0.1116,-0.6133,-0.4167,0.3353,-0.8018,1.2522,-0.1936,0.1693,-0.4453,-0.178,0.1159,-0.3661,0.6069,-0.2107,-0.1372,-0.0407,-0.1116,-0.1995,-0.6563,-0.1863,-0.3748,0.1997,0.3204,0.109,0.0851,-0.2624,0.4427,0.1833,-0.2166,-0.042,-0.1795,-0.4496,0.1908,-0.3211,0.304,0.0583,DLBCL
0.0284,0.1442,0.1019,0.4967,-0.1095,0.2183,0.1548,-0.0794,-0.1467,0.2457,-0.1484,0.3534,0.1521,-0.2888,0.1535,0.0768,0.6757,0.4082,0.0912,0.3823,0.557,-0.0642,0.2733,-0.3279,0.0587,0.0458,-0.2029,-0.1694,0.1153,-0.101,0.1334,-0.4688,0.0564,-0.1832,-0.3575,-0.2384,0.344,-0.273,0.1565,0.0381,-0.2834,-0.3264,-0.6381,0.4524,0.4524,-0.6287,0.2463,-0.6287,0.5357,-0.153,0.5697,-0.3575,-0.2384,0.1565,0.1334,-0.273,-0.101,-0.6381,0.0564,-0.2834,0.4524,0.344,0.8608,1.0482,-0.6287,0.5357,-0.0642,0.0587,-0.1694,-0.1832,0.0458,0.6757,0.4082,0.2733,0.557,0.0381,0.3823,-0.2029,-0.4688,-0.3279,-0.6287,0.0768,-0.2888,0.1535,-0.0794,-0.1484,0.1153,0.0912,-0.1467,0.3534,0.1548,0.1442,0.2183,0.2457,0.1521,0.1019,0.4967,-0.1095,-0.3264,0.0284,FL
0.1144,-0.2343,0.8959,-0.3953,0.2305,-0.2312,1.0648,0.663,-0.1003,-0.8042,0.1664,0.8648,0.248,0.868,-0.7161,1.4477,-0.2371,0.0217,0.9424,-0.6006,-1.8969,6.8917,-0.1202,0.0878,0.1102,0.0064,0.9973,-0.5185,0.3399,-0.3764,0.1612,-0.1085,-0.6522,2.5388,0.8484,-0.1625,0.0628,-0.8911,-1.0422,-0.1235,-0.5744,-0.0835,-0.6809,0.2517,0.2517,-0.261,0.3932,-0.261,0.7573,0.7471,-0.5131,0.8484,-0.1625,-1.0422,0.1612,-0.8911,-0.3764,-0.6809,-0.6522,-0.5744,0.2517,0.0628,0.6335,-0.4653,-0.261,0.7573,6.8917,0.1102,-0.5185,2.5388,0.0064,-0.2371,0.0217,-0.1202,-1.8969,-0.1235,-0.6006,0.9973,-0.1085,0.0878,-0.261,1.4477,0.868,-0.7161,0.663,0.1664,0.3399,0.9424,-0.1003,0.8648,1.0648,-0.2343,-0.2312,-0.8042,0.248,0.8959,-0.3953,0.2305,-0.0835,0.1144,FL
0.2313,0.2328,-0.1628,0.0218,6.1615,-0.2819,0.3126,-0.6214,-1.2707,-0.1034,-1.3027,0.652,-1.9189,-2.8571,-0.9093,-2.8329,0.9973,-0.1876,-1.611,0.4384,-1.5736,-2.4286,0.8518,0.2365,-0.2826,0.4824,-1.2339,0.0179,-1.7986,-1.4006,0.9138,1.4005,0.4079,-1.1022,-5.5601,-0.3876,2.3999,0.087,-0.1905,0.9662,0.0965,0.4596,-0.7456,-1.4208,-1.4208,0.4399,-1.7337,0.4399,0.7383,-0.9899,0.1288,-5.5601,-0.3876,-0.1905,0.9138,0.087,-1.4006,-0.7456,0.4079,0.0965,-1.4208,2.3999,0.2153,0.8417,0.4399,0.7383,-2.4286,-0.2826,0.0179,-1.1022,0.4824,0.9973,-0.1876,0.8518,-1.5736,0.9662,0.4384,-1.2339,1.4005,0.2365,0.4399,-2.8329,-2.8571,-0.9093,-0.6214,-1.3027,-1.7986,-1.611,-1.2707,0.652,0.3126,0.2328,-0.2819,-0.1034,-1.9189,-0.1628,0.0218,6.1615,0.4596,0.2313,FL
-1.1733,-1.0113,-0.8888,0.8817,0.6677,-0.7992,-0.7831,-0.5084,-1.9197,-1.2074,-0.5272,-0.0627,0.8007,-3.1408,-1.1392,-0.7631,0.0759,-1.4839,-0.0861,5.2574,1.1644,0.9074,-1.4625,-0.9907,-0.5562,-0.6944,0.2267,-0.6602,-1.2615,-0.5497,1.431,-1.3591,3.385,-1.6098,-2.0285,-0.4739,0.724,-0.9885,-0.8214,1.6615,-0.8521,0.1403,-1.1836,-0.8167,-0.8167,0.0722,-2.1906,0.0722,-0.398,0.1659,0.638,-2.0285,-0.4739,-0.8214,1.431,-0.9885,-0.5497,-1.1836,3.385,-0.8521,-0.8167,0.724,0.9135,0.9133,0.0722,-0.398,0.9074,-0.5562,-0.6602,-1.6098,-0.6944,0.0759,-1.4839,-1.4625,1.1644,1.6615,5.2574,0.2267,-1.3591,-0.9907,0.0722,-0.7631,-3.1408,-1.1392,-0.5084,-0.5272,-1.2615,-0.0861,-1.9197,-0.0627,-0.7831,-1.0113,-0.7992,-1.2074,0.8007,-0.8888,0.8817,0.6677,0.1403,-1.1733,FL
-0.1615,-0.3764,0.3187,-0.1386,0.4013,-0.0074,-0.1702,0.4524,-0.5175,0.2629,0.5222,0.3609,-0.5849,0.9043,-0.4462,0.5211,-0.2545,-0.3245,-0.0683,-0.0895,-1.2951,-0.3565,-0.3169,-0.1213,0.3162,0.3028,0.4272,-0.4325,0.2618,-0.0763,-0.4301,0.4397,-0.5533,0.8058,0.3661,-0.0382,-0.2184,-0.6489,-0.5465,-0.7347,0.1298,-0.0316,-0.4301,-0.1923,-0.1923,0.19,0.0614,0.19,0.4186,0.0961,-0.587,0.3661,-0.0382,-0.5465,-0.4301,-0.6489,-0.0763,-0.4301,-0.5533,0.1298,-0.1923,-0.2184,0.4787,-0.0943,0.19,0.4186,-0.3565,0.3162,-0.4325,0.8058,0.3028,-0.2545,-0.3245,-0.3169,-1.2951,-0.7347,-0.0895,0.4272,0.4397,-0.1213,0.19,0.5211,0.9043,-0.4462,0.4524,0.5222,0.2618,-0.0683,-0.5175,0.3609,-0.1702,-0.3764,-0.0074,0.2629,-0.5849,0.3187,-0.1386,0.4013,-0.0316,-0.1615,FL
7.8257,7.875,7.7683,7.4358,-5.0141,7.9003,-7.7571,-7.5188,7.5942,6.7834,-6.7875,-7.6505,6.7705,-4.0539,7.5498,-5.4664,7.3084,7.1389,-5.5297,4.4543,6.4159,-1.0615,7.2395,7.622,-7.3132,7.0145,-6.105,7.0815,-6.3589,6.7401,6.701,6.4836,-5.7604,-5.3732,1.4169,-0.5223,-6.7128,6.649,-4.7599,6.9261,7.33,7.2684,6.4852,-6.5579,-6.5579,7.4087,-6.2867,7.4087,-7.507,7.0872,6.9373,1.4169,-0.5223,-4.7599,6.701,6.649,6.7401,6.4852,-5.7604,7.33,-6.5579,-6.7128,-6.7337,-6.3593,7.4087,-7.507,-1.0615,-7.3132,7.0815,-5.3732,7.0145,7.3084,7.1389,7.2395,6.4159,6.9261,4.4543,-6.105,6.4836,7.622,7.4087,-5.4664,-4.0539,7.5498,-7.5188,-6.7875,-6.3589,-5.5297,7.5942,-7.6505,-7.7571,7.875,7.9003,6.7834,6.7705,7.7683,7.4358,-5.0141,7.2684,7.8257,FL
-0.1624,-0.2982,0.0927,0.3555,-0.401,-0.0898,0.5355,0.1236,-0.0772,-0.3493,0.0436,0.0866,0.0195,0.7843,-0.4829,0.3694,-0.4196,0.5289,0.9778,-1.0219,0.3439,0.3743,-0.9881,-0.1566,0.1087,-0.7704,-1.3094,-0.5337,0.6915,-0.2062,-0.6377,0.5285,-0.2072,0.4295,0.4867,-0.3391,0.2262,-0.744,-0.7132,0.0575,-0.059,0.2822,-0.7964,0.0399,0.0399,-0.6603,0.2137,-0.6603,0.2983,-0.4751,0.169,0.4867,-0.3391,-0.7132,-0.6377,-0.744,-0.2062,-0.7964,-0.2072,-0.059,0.0399,0.2262,0.6829,0.8248,-0.6603,0.2983,0.3743,0.1087,-0.5337,0.4295,-0.7704,-0.4196,0.5289,-0.9881,0.3439,0.0575,-1.0219,-1.3094,0.5285,-0.1566,-0.6603,0.3694,0.7843,-0.4829,0.1236,0.0436,0.6915,0.9778,-0.0772,0.0866,0.5355,-0.2982,-0.0898,-0.3493,0.0195,0.0927,0.3555,-0.401,0.2822,-0.1624,FL
-0.0362,-0.0541,-0.0948,-0.868,-0.8178,-0.4112,-0.0309,0.5834,-0.0424,-0.0371,0.1203,0.359,0.1669,1.2717,0.0369,0.0768,-0.487,-0.2037,0.2331,-0.8478,-1.0914,0.3829,0.4816,-0.3985,0.2838,-0.1863,0.0731,0.4429,0.1056,-0.1722,-0.7934,-0.072,-0.4874,0.8146,0.3661,-0.0709,-0.0056,-0.5583,-0.2401,-0.8932,-0.3056,-0.7248,-0.7436,0.8874,0.8874,0.0291,0.948,0.0291,0.3869,-0.4984,-0.5992,0.3661,-0.0709,-0.2401,-0.7934,-0.5583,-0.1722,-0.7436,-0.4874,-0.3056,0.8874,-0.0056,-0.035,0.6014,0.0291,0.3869,0.3829,0.2838,0.4429,0.8146,-0.1863,-0.487,-0.2037,0.4816,-1.0914,-0.8932,-0.8478,0.0731,-0.072,-0.3985,0.0291,0.0768,1.2717,0.0369,0.5834,0.1203,0.1056,0.2331,-0.0424,0.359,-0.0309,-0.0541,-0.4112,-0.0371,0.1669,-0.0948,-0.868,-0.8178,-0.7248,-0.0362,FL
-0.269,-0.3497,-0.6536,-0.4766,0.0487,-0.3593,-0.1424,0.0182,0.4791,-0.192,0.7192,0.2601,0.1374,0.3805,0.0569,0.7541,-0.424,-0.083,0.9956,-0.6006,0.0412,0.0734,0.227,-0.3355,0.297,-0.6243,0.3048,-0.139,0.5255,-0.1258,-0.9436,-1.1267,-0.9652,-0.3145,-0.0991,-0.2319,0.021,-0.393,-0.4609,-0.5989,-0.9299,-0.4655,-0.8153,-0.0571,-0.0571,-0.5511,0.6488,-0.5511,-0.2176,-0.5947,-0.6232,-0.0991,-0.2319,-0.4609,-0.9436,-0.393,-0.1258,-0.8153,-0.9652,-0.9299,-0.0571,0.021,0.2054,-0.2461,-0.5511,-0.2176,0.0734,0.297,-0.139,-0.3145,-0.6243,-0.424,-0.083,0.227,0.0412,-0.5989,-0.6006,0.3048,-1.1267,-0.3355,-0.5511,0.7541,0.3805,0.0569,0.0182,0.7192,0.5255,0.9956,0.4791,0.2601,-0.1424,-0.3497,-0.3593,-0.192,0.1374,-0.6536,-0.4766,0.0487,-0.4655,-0.269,FL
-0.1222,0.045,0.0872,0.3234,-0.0938,-0.3745,0.5819,0.2931,-0.1757,-0.6444,0.0589,-0.2195,-0.1795,1.1626,-0.1497,0.0443,-0.035,0.3598,1.0133,1.3595,0.2318,0.5119,-0.34,-0.3834,0.0234,0.367,1.4712,0.0432,0.6622,-0.0515,0.3762,-0.179,1.8745,0.6133,0.969,-0.2933,-0.112,0.1957,0.5485,0.0317,0.6675,0.7161,-0.223,0.1616,0.1616,-0.3788,0.6706,-0.3788,-0.1132,0.2987,0.2394,0.969,-0.2933,0.5485,0.3762,0.1957,-0.0515,-0.223,1.8745,0.6675,0.1616,-0.112,0.7653,-0.2671,-0.3788,-0.1132,0.5119,0.0234,0.0432,0.6133,0.367,-0.035,0.3598,-0.34,0.2318,0.0317,1.3595,1.4712,-0.179,-0.3834,-0.3788,0.0443,1.1626,-0.1497,0.2931,0.0589,0.6622,1.0133,-0.1757,-0.2195,0.5819,0.045,-0.3745,-0.6444,-0.1795,0.0872,0.3234,-0.0938,0.7161,-0.1222,FL
-0.5168,-0.0017,-0.308,0.0218,-0.3618,-0.2287,0.4241,0.4421,0.4038,0.5506,0.2099,0.0399,0.0711,0.195,-0.1897,-0.2754,-0.3762,0.0056,0.2508,-0.932,-0.0616,-0.2877,0.2154,-0.1364,0.1087,-0.4258,-0.3747,-0.3667,0.086,-0.2,-0.5951,-0.7064,0.7924,1.646,0.5556,0.3753,-0.1006,-0.6013,2.2519,-0.4599,0.4097,-0.5747,1.1208,1.0722,1.0722,-0.5884,1.133,-0.5884,0.1717,-0.5648,-0.0976,0.5556,0.3753,2.2519,-0.5951,-0.6013,-0.2,1.1208,0.7924,0.4097,1.0722,-0.1006,0.4656,1.4024,-0.5884,0.1717,-0.2877,0.1087,-0.3667,1.646,-0.4258,-0.3762,0.0056,0.2154,-0.0616,-0.4599,-0.932,-0.3747,-0.7064,-0.1364,-0.5884,-0.2754,0.195,-0.1897,0.4421,0.2099,0.086,0.2508,0.4038,0.0399,0.4241,-0.0017,-0.2287,0.5506,0.0711,-0.308,0.0218,-0.3618,-0.5747,-0.5168,FL
-0.284,0.3024,-0.0709,-0.498,0.3512,-0.0702,0.0805,0.3573,0.1141,-0.2559,0.8805,0.0325,-0.1427,0.5478,0.7365,0.2123,-0.3697,-0.0669,-0.0861,-0.5613,-0.0784,0.4947,0.3196,0.0324,-0.0149,-0.017,0.9218,-0.3819,0.4669,-0.2,-0.4876,-0.8186,-0.2018,0.2107,0.969,-0.2384,0.0286,-0.2413,0.6837,-0.9676,0.0165,-0.7603,-0.2997,1.2526,1.2526,-0.0858,0.6216,-0.0858,0.1622,-0.143,-0.5192,0.969,-0.2384,0.6837,-0.4876,-0.2413,-0.2,-0.2997,-0.2018,0.0165,1.2526,0.0286,0.6698,0.2936,-0.0858,0.1622,0.4947,-0.0149,-0.3819,0.2107,-0.017,-0.3697,-0.0669,0.3196,-0.0784,-0.9676,-0.5613,0.9218,-0.8186,0.0324,-0.0858,0.2123,0.5478,0.7365,0.3573,0.8805,0.4669,-0.0861,0.1141,0.0325,0.0805,0.3024,-0.0702,-0.2559,-0.1427,-0.0709,-0.498,0.3512,-0.7603,-0.284,FL
